NameKey,IndirectName,URI,FSUID
SommerS,"Sommer, Sally R.",http://id.loc.gov/authorities/names/n85235319,
SongL,"Song, Likai",https://authorities.lib.fsu.edu/etd-naf/lls0301,lls0301
SoutherlandS,"Southerland, Sherry A.",http://id.loc.gov/authorities/names/n2006073243,ssoutherland
SouvaM,"Souva, Mark A.",http://id.loc.gov/authorities/names/n2016028464,
SpainhourL,"Spainhour, Lisa",http://id.loc.gov/authorities/names/no2008010967,lspainhour
SpectorA,"Spector, Alan C.",https://authorities.lib.fsu.edu/etd-naf/aspector,aspector
SpeerK,"Speer, Kevin G.",http://id.loc.gov/authorities/names/no2009143870,kspeer
SpencerR,"Spencer, Robert G. M.",http://id.loc.gov/authorities/names/no2016068194,rgspencer
SpicerM,"Spicer, Maria T.",https://authorities.lib.fsu.edu/etd-naf/mspicer,mspicer
SpillerE,"Spiller, Elizabeth",http://id.loc.gov/authorities/names/n2003013030,espiller
SrinivasanA,"Srinivasan, Ashok",https://authorities.lib.fsu.edu/etd-naf/asrinivasan,asrinivasan
SrivastavaA,"Srivastava, Anuj",http://id.loc.gov/authorities/names/n2013023251,asrivastava
StaggS,"Stagg, Scott",https://authorities.lib.fsu.edu/etd-naf/sstagg,sstagg
StandleyJ,"Standley, Jayne M.",http://id.loc.gov/authorities/names/n91075721,jstandley
StanwoodG,"Stanwood, Gregg",https://authorities.lib.fsu.edu/etd-naf/gstanwood,gstanwood
SteacyL,"Steacy, Laura M.",http://id.loc.gov/authorities/names/no2016049497,lsteacy
StebletonM,"Stebleton, Michelle",http://id.loc.gov/authorities/names/no2010179834,mstebleton
StefanovicB,"Stefanovic, Branko",https://authorities.lib.fsu.edu/etd-naf/bstefanovic,bstefanovic
SteinN,"Stein, Nathanael",https://authorities.lib.fsu.edu/etd-naf/nstein2,nstein2
SteinbockO,"Steinbock, Oliver",https://authorities.lib.fsu.edu/etd-naf/steinbck,steinbck
SteinorthP,"Steinorth, Petra",https://authorities.lib.fsu.edu/etd-naf/psteinorth,psteinorth
StepinaL,"Stepina, Lee P.",http://id.loc.gov/authorities/names/n87113512,lstepina
SteppanS,"Steppan, Scott J.",http://id.loc.gov/authorities/names/no95014677,ssteppan
SteurerM,"Steurer, Michael",https://authorities.lib.fsu.edu/etd-naf/steurer,steurer
StewartE,"Stewart, Eric Allen",http://id.loc.gov/authorities/names/no2006000987,estewart2
StiegmanA,"Stiegman, Albert E.",https://authorities.lib.fsu.edu/etd-naf/stiegman,stiegman
StillingR,"Stilling, Robert",http://id.loc.gov/authorities/names/n2008014773,rstilling
StillwellC,"Stillwell, Corinne",http://id.loc.gov/authorities/names/n2008031848,csbowman
StoltzfusN,"Stoltzfus, Nathan",http://id.loc.gov/authorities/names/n95111446,
StoverT,"Stover, Tim",http://id.loc.gov/authorities/names/no2012117619,tstover
StroupeM,"Stroupe, M. Elizabeth",https://authorities.lib.fsu.edu/etd-naf/mestroupe,mestroupe
StrouseG,"Strouse, Geoffrey F.",https://authorities.lib.fsu.edu/etd-naf/strouse,strouse
Stuckey-FrenchE,"Stuckey-French, Elizabeth",http://id.loc.gov/authorities/names/n99257900,estuckeyfrench
Stuckey-FrenchN,"Stuckey-French, Ned",http://id.loc.gov/authorities/names/n2009049123,nstuckeyfrench
StukelM,"Stukel, Michael R.",https://authorities.lib.fsu.edu/etd-naf/mstukel,mstukel
StultsB,"Stults, Brian J.",https://authorities.lib.fsu.edu/etd-naf/bstults,bstults
StviliaB,"Stvilia, Besiki",http://id.loc.gov/authorities/names/no2007104805,bstvilia
SundermanG,"Sunderman, Gretchen L.",https://authorities.lib.fsu.edu/etd-naf/gsunderm,gsunderm
SungB,"Sung, Benjamin",http://id.loc.gov/authorities/names/no2007023331,bsung
SuraP,"Sura, Philip",https://authorities.lib.fsu.edu/etd-naf/psura,psura
SussmanM,"Sussman, Mark",https://authorities.lib.fsu.edu/etd-naf/sussman,sussman
SuttonM,"Sutton, Matthew Avery",http://id.loc.gov/authorities/names/n2006095483,nf-masutton
SuárezV,"Suárez, Virgil",http://id.loc.gov/authorities/names/n88010521,vsuarez
SypherU,"Sypher, Ulla",https://authorities.lib.fsu.edu/etd-naf/usypher,usypher
TaborS,"Tabor, Samuel L.",https://authorities.lib.fsu.edu/etd-naf/stabor,stabor
TairaK,"Taira, Kunihiko",http://id.loc.gov/authorities/names/no2016152909,ktaira
TamC,"Tam, Christopher K. W.",http://id.loc.gov/authorities/names/n2011075473,ctam
TandbergD,"Tandberg, David A.",http://id.loc.gov/authorities/names/no2015034367,dtandberg
TangH,"Tang, Hengli",http://id.loc.gov/authorities/names/n2009180254,htang
TangX,"Tang, Xinlin",http://viaf.org/viaf/150860328,xtang2
TangY,"Tang, Youneng",https://authorities.lib.fsu.edu/etd-naf/ytang2,ytang2
TaoM,"Tao, Minjing",https://authorities.lib.fsu.edu/etd-naf/mtao,mtao
TarantiniC,"Tarantini, C.",http://id.loc.gov/authorities/names/nb2016017277,
TartaronT,"Tartaron, Thomas F.",http://id.loc.gov/authorities/names/nb2004309262,nf-tartaron
TawfiqK,"Tawfiq, Kamal Sulaiman",http://id.loc.gov/authorities/names/no2008104649,tawfiq
TaylorG,"Taylor, Gary",http://id.loc.gov/authorities/names/n88231233,gtaylor
TaylorJ,"Taylor, Jeanette E.",https://authorities.lib.fsu.edu/etd-naf/jtaylor,jtaylor
TaylorJ,"Taylor, John",https://authorities.lib.fsu.edu/etd-naf/jrtaylor,jrtaylor
TaylorK,"Taylor, Kenneth A.",https://authorities.lib.fsu.edu/etd-naf/taylor,taylor
TaylorM,"Taylor, Miles G.",http://id.loc.gov/authorities/names/no2005111038,mtaylor3
TelotteJ,"Telotte, John C.",https://authorities.lib.fsu.edu/etd-naf/telotte,telotte
TenenbaumG,"Tenenbaum, Gershon",http://id.loc.gov/authorities/names/n92114025,gtenenbaum
TherrienM,"Therrien, Michelle",https://authorities.lib.fsu.edu/etd-naf/mtherrien,mtherrien
ThomasA,"Thomas, André J.",http://id.loc.gov/authorities/names/n86843113,athomas
ThomasS,"Thomas, Shannon",http://id.loc.gov/authorities/names/no2019054771,strem
ThornerS,"Thorner, Sabra G.",https://authorities.lib.fsu.edu/etd-naf/sthorner,sthorner
ThyerB,"Thyer, Bruce A.",http://id.loc.gov/authorities/names/n85194781,bthyer
TibiS,"Tibi, Sana",https://authorities.lib.fsu.edu/etd-naf/stibi,stibi
TillmanK,"Tillman, Kathryn H.",https://authorities.lib.fsu.edu/etd-naf/ktillman,ktillman
TomkoR,"Tomko, Robert J.Jr.",https://authorities.lib.fsu.edu/etd-naf/rtomko,rtomko
TravisJ,"Travis, Joseph",http://id.loc.gov/authorities/names/n86861195,jtravis
TripathiV,"Tripathi, Vandana",https://authorities.lib.fsu.edu/etd-naf/vtripath,vtripath
TripodiS,"Tripodi, Stephen J.",https://authorities.lib.fsu.edu/etd-naf/stripodi,stripodi
TrociewitzU,"Trociewitz, Ulf P",https://authorities.lib.fsu.edu/etd-naf/utrociewitz,utrociewitz
TrombleyP,"Trombley, Paul Q.",https://authorities.lib.fsu.edu/etd-naf/ptrombley,ptrombley
TrujilloV,"Trujillo, Valerie",http://id.loc.gov/authorities/names/no2008068735,vtrujillo
TschinkelW,"Tschinkel, Walter R.",http://id.loc.gov/authorities/names/no99057649,wtschinkel
TullJ,"Tull, James F.",http://id.loc.gov/authorities/names/n78050437,jtull
TungL,"Tung, Leonard J.",http://id.loc.gov/authorities/names/n84134805,
TuranovicJ,"Turanovic, Jillian J.",http://id.loc.gov/authorities/names/n2019007242,jturanovic
TurnerJ,"Turner, Jeannine E.",https://authorities.lib.fsu.edu/etd-naf/jeturner,jeturner
TwissS,"Twiss, Sumner B.",http://id.loc.gov/authorities/names/n92059141,
TysonG,"Tyson, Gary Scott",https://authorities.lib.fsu.edu/etd-naf/tyson,tyson
UejioC,"Uejio, Christopher K.",https://authorities.lib.fsu.edu/etd-naf/cuejio,cuejio
UenoK,"Ueno, Koji",https://authorities.lib.fsu.edu/etd-naf/kueno,kueno
UkeileyL,"Ukeiley, Lawrence S.",https://authorities.lib.fsu.edu/etd-naf/nf-nf-ukeiley,nf-ukeiley
UnderwoodN,"Underwood, Nora C.",https://authorities.lib.fsu.edu/etd-naf/nunderwood,nunderwood
UpchurchC,"Upchurch, Charles",http://id.loc.gov/authorities/names/n2008053260,cupchurch
UzunA,"Uzun, Ali",https://authorities.lib.fsu.edu/etd-naf/nf-auzun,nf-auzun
Van DurmeD,"Van Durme, Daniel J.",http://id.loc.gov/authorities/names/no2011124641,
Van HoeijM,"Van Hoeij, Mark",https://authorities.lib.fsu.edu/etd-naf/mvanhoeij,mvanhoeij
Van IddekingeC,"Van Iddekinge, Chad H.",https://authorities.lib.fsu.edu/etd-naf/cvanidde,cvanidde
Van LithT,"Van Lith, Theresa",https://authorities.lib.fsu.edu/etd-naf/tvanlith,tvanlith
Van SciverS,"Van Sciver, Steven W.",http://id.loc.gov/authorities/names/n86088405,vnsciver
Van TolJ,"Van Tol, Johan",https://authorities.lib.fsu.edu/etd-naf/jvantol,jvantol
Van WinkleD,"Van Winkle, David H.",https://authorities.lib.fsu.edu/etd-naf/rip,rip
VanWeeldenK,"VanWeelden, Kimberly D.",https://authorities.lib.fsu.edu/etd-naf/kvanweelden,kvanweelden
VanliO,"Vanli, Omer Arda",https://authorities.lib.fsu.edu/etd-naf/avanli,avanli
VarryS,"Varry, Sandra",https://authorities.lib.fsu.edu/etd-naf/svarry,svarry
VilleneuveP,"Villeneuve, Pat",http://id.loc.gov/authorities/names/no95018901,pvilleneuve
VitkusD,"Vitkus, Daniel J.",http://id.loc.gov/authorities/names/n99025409,dvitkus
VoT,"Vo, Theodore",https://authorities.lib.fsu.edu/etd-naf/tmvo,tmvo
VolyaA,"Volya, Alexander",http://id.loc.gov/authorities/names/no2018082655,
Von GlahnD,"Von Glahn, Denise",http://id.loc.gov/authorities/names/n2003072097,dvonglahn
WaggonerM,"Waggoner, Miranda R.",http://id.loc.gov/authorities/names/no2017031126,
WagnerR,"Wagner, Richard K.",http://id.loc.gov/authorities/names/n85213114,
WahlH,"Wahl, Horst",https://authorities.lib.fsu.edu/etd-naf/wahl,wahl
WakamiyaL,"Wakamiya, Lisa Ryoko",http://id.loc.gov/authorities/names/n2009036864,lwakamiya
WalkerE,"Walker, Eric C.",http://id.loc.gov/authorities/names/no2008137388,ewalker
WaltersL,"Walters, Lori",http://id.loc.gov/authorities/names/n85251566,lwalters
WangA,"Wang, An-I Andy",http://id.loc.gov/authorities/names/no99054351,awang
WangG,"Wang, Gang(Professor of Genomics)",https://authorities.lib.fsu.edu/etd-naf/gwang6,gwang6
WangG,"Wang, Gang(Professor of Management)",https://authorities.lib.fsu.edu/etd-naf/gwang5,gwang5
WangH,"Wang, Hui",https://authorities.lib.fsu.edu/etd-naf/hwang10,hwang10
WangX,"Wang, XiaomingPh.D.",http://id.loc.gov/authorities/names/no2007040443,wxm
WangX,"Wang, Xiaoqiang",https://authorities.lib.fsu.edu/etd-naf/wwang3,wwang3
WangY,"Wang, Yanchang(Biomedical Sciences Professor)",https://authorities.lib.fsu.edu/etd-naf/ywang8,ywang4
WangY,"Wang, Yang(Graduate Assistant in Teaching)",https://authorities.lib.fsu.edu/etd-naf/yw16f,yw16f
WangY,"Wang, Yang(Professor of Earth Ocean and Atmospheric Science)",https://authorities.lib.fsu.edu/etd-naf/ywang4,ywang4
WangZ,"Wang, Zhi",https://authorities.lib.fsu.edu/etd-naf/zwang4,zwang4
WangZ,"Wang, Zuoxin",https://authorities.lib.fsu.edu/etd-naf/zwang,zwang
WardC,"Ward, Candace",http://id.loc.gov/authorities/names/n95031449,sward
WarrenN,"Warren, Nancy Bradley",http://id.loc.gov/authorities/names/n00109521,nwarren
WarrenP,"Warren, Patricia Y.",http://id.loc.gov/authorities/names/no2016002095,
WaxmanL,"Waxman, Lisa K.",https://authorities.lib.fsu.edu/etd-naf/lwaxman,lwaxman
WebberS,"Webber, Steven B.",https://authorities.lib.fsu.edu/etd-naf/swebber,swebber
WeberA,"Weber, Alina Dana",http://id.loc.gov/authorities/names/no2011163587,aweber
WeberC,"Weber, Christian",https://authorities.lib.fsu.edu/etd-naf/cweber,cweber
WeidenhoeverI,"Weidenhoever, Ingo Ludwing M.",https://authorities.lib.fsu.edu/etd-naf/iwiedenhoever,iwiedenhoever
WeingardenL,"Weingarden, Lauren S.",http://id.loc.gov/authorities/names/n86052127,
WeissertC,"Weissert, Carol S.",http://id.loc.gov/authorities/names/n88600053,
WelshT,"Welsh, Thomas M.",http://id.loc.gov/authorities/names/n88654648,twelsh
WestlundA,"Westlund, Andrea C.",https://authorities.lib.fsu.edu/etd-naf/awestlund,awestlund
WetherbyA,"Wetherby, Amy M.",http://id.loc.gov/authorities/names/n97065739,amwetherby
WetherellT,"Wetherell, T. K.",http://id.loc.gov/authorities/names/no2013022846,tkwetherell
WhalleyD,"Whalley, David B.",https://authorities.lib.fsu.edu/etd-naf/whalley,whalley
WhalonK,"Whalon, Kelly J.",https://authorities.lib.fsu.edu/etd-naf/kwhalon,kwhalon
WhitacreI,"Whitacre, Ian Michael",https://authorities.lib.fsu.edu/etd-naf/iwhitacre,iwhitacre
WhyteJ,"Whyte, JamesIV",http://id.loc.gov/authorities/names/n2010182758,jwhyte
WilberA,"Wilber, Aaron A.",http://id.loc.gov/authorities/names/no2012035962,
WilkeD,"Wilke, Dina J.",https://authorities.lib.fsu.edu/etd-naf/dwilke,dwilke
WilliamsD,"Williams, Diana L.",https://authorities.lib.fsu.edu/etd-naf/williams,williams
WilliamsH,"Williams, Heidi Louise",http://id.loc.gov/authorities/names/no2008117983,hlwilliams
WilliamsonG,"Williamson, George S.",http://id.loc.gov/authorities/names/n2003052244,gwilliamson
WinegardnerM,"Winegardner, Mark",http://id.loc.gov/authorities/names/n87872195,mwinegardner
WingateM,"Wingate, Mark",http://id.loc.gov/authorities/names/no96038917,mwingate
WinnA,"Winn, Alice A.",https://authorities.lib.fsu.edu/etd-naf/winn,winn
WitteS,"Witte, Shelbie",http://id.loc.gov/authorities/names/no2013004390,switte
WongS,"Wong, Sandy",https://authorities.lib.fsu.edu/etd-naf/FSUID,swong
WoodC,"Wood, Carla(Speech-Language Pathology Professor)",https://authorities.lib.fsu.edu/etd-naf/cjackson3,cjackson3
WuW,"Wu, Wei",https://authorities.lib.fsu.edu/etd-naf/wwu,wwu
WuZ,"Wu, Zhaohua",https://authorities.lib.fsu.edu/etd-naf/wu,wu
WulffJ,"Wulff, Janie L.",http://id.loc.gov/authorities/names/no2010187986,jwulff
XinY,"Xin, Yan",https://authorities.lib.fsu.edu/etd-naf/yxin,yxin
XiongP,"Xiong, Peng",https://authorities.lib.fsu.edu/etd-naf/xiong,xiong
XuC,"Xu, Cheryl",https://authorities.lib.fsu.edu/etd-naf/cxu,cxu
XueH,"Xue, Hanhan",https://authorities.lib.fsu.edu/etd-naf/hxue2,hxue2
YaghoobianN,"Yaghoobian, Neda",https://authorities.lib.fsu.edu/etd-naf/yaghoobian,yaghoobian
YanceyK,"Yancey, Kathleen Blake",http://id.loc.gov/authorities/names/n91108860,kyancey
YangJ,"Yang, Jie",https://authorities.lib.fsu.edu/etd-naf/jyang5,jyang5
YangK,"Yang, Kaifeng",http://id.loc.gov/authorities/names/n2007031302,kyang
YangK,"Yang, Kun",http://id.loc.gov/authorities/names/no95015391,kyang3
YangW,"Yang, Wei",https://authorities.lib.fsu.edu/etd-naf/yang,yang
YangX,"Yang, Xiaojun",http://id.loc.gov/authorities/names/no2009200593,xyang
YangY,"Yang, Yanyun",https://authorities.lib.fsu.edu/etd-naf/yyang3,yyang3
YangY,"Yang, Yun",https://authorities.lib.fsu.edu/etd-naf/yyang6,yyang6
YeM,"Ye, Ming",https://authorities.lib.fsu.edu/etd-naf/mye,mye
YeboahY,"Yeboah, Yaw D.",http://id.loc.gov/authorities/names/no2010109085,yyeboah
YinQ,"Yin, Qian",http://id.loc.gov/authorities/names/n2020182305,qyin
YohayR,"Yohay, Rachel",https://authorities.lib.fsu.edu/etd-naf/ryohay,ryohay
YoungS,"Young, Seth A.",https://authorities.lib.fsu.edu/etd-naf/sayoung2,sayoung2
YuH,"Yu, Hong-Guo",https://authorities.lib.fsu.edu/etd-naf/hyu,hyu
YuM,"Yu, Ming(Professor of scientific computing)",https://authorities.lib.fsu.edu/etd-naf/myu2,myu2
YuW,"Yu, Weikuan",https://authorities.lib.fsu.edu/etd-naf/yuw,yuw
YuZ,"Yu, Zhibin",https://authorities.lib.fsu.edu/etd-naf/zyu,zyu
YuanX,"Yuan, XinPh. D",http://id.loc.gov/authorities/names/no2011088991,xyuan
Zanini-CordiI,"Zanini-Cordi, Irene",http://id.loc.gov/authorities/names/no2009042928,
ZengC,"Zeng, Changchun",https://authorities.lib.fsu.edu/etd-naf/zeng,zeng
ZhangJ,"Zhang, Jinfeng(Statistics Professor)",https://authorities.lib.fsu.edu/etd-naf/jzhang4,jzhang4
ZhangM,"Zhang, Mei",https://authorities.lib.fsu.edu/etd-naf/mzhang3,mzhang3
ZhangQ,"Zhang, Qian",https://authorities.lib.fsu.edu/etd-naf/qzhang4,qzhang4
ZhangT,"Zhang, Tianming",https://authorities.lib.fsu.edu/etd-naf/tzhang,tzhang
ZhangZ,"Zhang, Zhenghao",https://authorities.lib.fsu.edu/etd-naf/zzhang2,zzhang2
ZhaoP,"Zhao, Peixiang",https://authorities.lib.fsu.edu/etd-naf/zhao,zhao
ZhaoT,"Zhao, Tingting(Geography Professor)",https://authorities.lib.fsu.edu/etd-naf/tzhao,tzhao
ZhengJ,"Zheng, Jianping",https://authorities.lib.fsu.edu/etd-naf/jzheng,jzheng
ZhouH,"Zhou, Huan-Xiang",http://id.loc.gov/authorities/names/n2017182962,hzhou4
ZhouY,"Zhou, Yi(Graduate Research Assistant)",https://authorities.lib.fsu.edu/etd-naf/yz15e,yz15e
ZhouY,"Zhou, Yi(Professor of Biomedical Science)",https://authorities.lib.fsu.edu/etd-naf/yzhou,yzhou
ZhuF,"Zhu, Fanxiu",https://authorities.lib.fsu.edu/etd-naf/fzhu,fzhu
ZhuL,"Zhu, Lei",http://id.loc.gov/authorities/names/no2007113222,lzhu
ZhuL,"Zhu, Lingjiong",https://authorities.lib.fsu.edu/etd-naf/lzhu2,lzhu2
ZuehlkeT,"Zuehlke, Thomas W.",http://id.loc.gov/authorities/names/n86855074,tzuehlke
ZuilkowskiS,"Zuilkowski, Stephanie Simmons",https://authorities.lib.fsu.edu/etd-naf/szuilkowski,szuilkowski
van EngelenR,"van Engelen, Robert A.",https://authorities.lib.fsu.edu/etd-naf/rvanengelen,rvanengelen
ÁlvarezE,"Álvarez, Enrique",http://id.loc.gov/authorities/names/no2010168229,ealvarez
ÖktenG,"Ökten, Giray",https://authorities.lib.fsu.edu/etd-naf/gokten,gokten
